Term	Term ID
diagnosis	1988
diagnostic	1991
diagonal	1583
diagram	3246
diagrams	284
dialect	1795
dickson	1730
dictionary	1687
diego	1499
dietzel	3852
differences	4159
different	4079
differential	982
differentiation	4252
difficult	1240
difficulties	3575
digit	2267
digital	55
digits	2272
dijkstra	801
dimensional	680
dimensions	2293
dimsdale	1389
diophantine	3652
direct	2563
directed	2510
directly	434
directors	1722
disciplines	844
discovery	926
discrete	1258
discretely	1083
discriminating	3586
discuss	1709
discussed	262
discussion	1275
disjoint	4043
disk	3430
dispersed	3791
dispersing	3790
dispersion	3787
displacement	3878
display	2471
displayed	3388
distance	602
distinct	3410
distinguished	4042
distributed	677
distribution	2245
distributions	2754
diverges	275
divided	3324
division	504
divisionless	1944
do	1146
documents	3028
does	2273
doing	479
domains	3899
donated	644
doubleexponential	1838
dow	2397
down	2757
dozen	2352
drive	3431
drum	643
dubay	2428
duplex	2383
duration	724
during	2209
dynamic	2527
e	99
each	615
earlier	4096
easily	2130
easter	3645
eastern	495
easy	2941
eaves	3687
economical	3794
editing	4057
edmundson	3036
educating	1114
education	1706
educational	942
effective	2569
effectiveness	2294
effects	1292
efficiency	1465
efficient	486
efficiently	2973
effort	2971
eigenvalue	1474
eigenvalues	880
eigenvectors	4244
eisenman	3991
either	2274
electrical	729
electrocardiograms	3714
electrocardiographic	3700
electronic	788
electronics	1497
elegant	1328
element	2144
elementary	4047
elements	715
elicit	4099
eliminate	2925
eliminated	1150
elimination	1136
ellenberger	1418
elliptic	2311
ellipticboundary	3072
embedding	610
eminently	2609
empirical	327
employed	606
employing	3550
employs	1327
enables	1331
enablesus	2644
enabling	1128
encoding	2287
encountered	2930
ends	3939
enforces	3301
engineering	76
engineers	690
english	1616
englund	3416
enlargement	3664
enlist	1452
enormous	2944
enough	904
entails	1898
entanglements	3450
entering	3049
entire	1673
entries	2257
entry	3332
environment	3399
equation	268
equations	406
equilibration	3631
equipment	831
equipments	1663
equivalence	106
equivalent	1145
erase	1321
erasure	1305
ercoli	1087
erf	3843
error	195
errors	928
ershov	234
erwin	3634
es	3322
essential	451
essentially	1516
esso	4238
establish	1006
established	4046
establishing	2573
establishments	4068
estimate	2902
estimates	2899
estimation	196
etc	1913
euclidian	1975
euler	2897
europe	496
european	812
evaluate	3907
evaluates	2621
evaluating	1164
evaluation	1169
evaluations	2291
evans	3383
even	3998
event	2695
evidenced	2301
evolution	1460
evolutionary	3545
exact	4136
examination	1225
examined	1040
examines	717
example	277
examples	1413
excellent	2913
except	2558
execute	2094
executing	1907
execution	555
executive	3312
existence	2578
existing	3371
exists	1100
exp	3075
expanded	1144
expansion	1980
expected	2623
experience	1233
experiments	1550
explained	2917
exploit	1887
exploitation	546
exponential	1152
exponentiation	3671
express	2923
expressed	1614
expresses	3734
expressing	2915
expression	2650
expressions	1755
extended	1015
extends	2655
extension	1010
extensions	800
extensive	1279
extent	1336
external	1812
extract	302
extraction	48
extremely	1894
f	203
facilitate	3400
facilitates	1993
facility	365
fact	2940
factor	3087
factorial	3263
factors	3963
faculties	827
family	1800
far	2656
farbman	1253
fashion	913
fast	478
favorable	3460
feasibility	539
feasible	884
features	2003
february	366
federal	746
feedback	2649
feel	2990
feigenbaum	2214
fein	853
feldman	3812
ferguson	1401
ferrite	714
fetch	3374
fettis	3672
feurzeig	1588
fibonaccian	1399
fictitious	2557
field	3325
fields	819
fike	660
file	3404
files	2239
filters	3716
final	2396
finally	2951
financing	832
find	1077
finding	640
fingers	416
finite	1170
fire	2374
firing	2888
first	1592
fischer	2892
fisherkeller	3021
fists	417
fit	1133
fitting	216
five	3425
fives	3719
fixed	595
flexible	1024
floating	1059
flow	283
flowcharts	669
floyd	1738
foata	2404
followed	2900
following	2988
for	54
force	2804
ford	1704
forestalling	3454
form	1665
formal	3818
formalization	2554
format	1997
formats	444
formula	2139
formulae	2934
formulas	1126
formulated	1547
formulation	282
formulations	2606
forsythe	1573
fortran	1194
fotheringham	2530
found	994
foundation	1705
four	1162
fourier	3757
fourth	2095
fraction	968
fractions	1737
framework	1007
frank	2188
fraser	4106
frederick	1731
fredkin	1760
free	3187
freed	3467
freeman	3266
frequency	2752
frequently	3109
frieden	1787
friedman	68
from	1125
full	2514
fully	1888
function	300
functions	331
funtion	1984
furnishes	2153
further	2862
futrelle	3739
future	1121
g	90
galler	1861
gamma	3123
gant	532
garfinkel	2224
garnered	2341
gat	972
gauss	3764
gaussian	4165
general	314
generality	2585
generalization	411
generalizations	2904
generalized	805
generally	1176
generate	1507
generated	1510
generating	329
generation	4024
generator	2436
generators	1142
genesis	775
geometric	2265
george	2993
germany	3437
gianni	3224
gibb	2852
giblin	218
gilbert	2791
gilman	1092
give	3929
given	278
gives	2388
gleissner	1031
glossary	74
gluss	3940
go	2946
goffman	2235
good	3707
gorn	670
government	747
graders	1693
graduate	850
graham	975
grammar	3816
graphical	3868
grau	1849
gray	3178
great	1409
greater	427
green	795
greenwald	511
grems	1783
grench	3492
ground	2037
group	3665
groupings	3591
groups	1660
grout	3094
growing	2975
grows	1239
gruenberger	2177
grumette	358
gschwind	947
gurzi	1972
guseman	3900
gutenmacher	736
h	200
hacker	3481
had	2412
hafley	3530
half	2760
hall	2332
halpern	367
halstead	1797
hamblen	665
hand	456
handle	2943
handled	3610
handling	509
hankel	3839
hansen	1181
hanson	3288
hard	2945
hardware	2977
harmonic	4137
hart	4107
has	633
have	867
having	897
headquarters	2545
health	3590
heise	802
heising	2498
held	1707
hellberg	3753
hellerman	2437
helmholtz	1179
help	1453
herbold	2174
here	1110
herein	2956
hermite	1868
herndon	2316
herriot	1574
herroit	1570
heuristic	3859
hex	2602
hicks	1073
higgins	2226
high	425
higher	2306
highly	1119
hilbert	3135
hill	4146
hillmore	3948
himself	3931
historical	2895
history	1448
hitchcock	1848
hn	1869
hoare	2818
hoffman	2717
hollingsworth	943
holmstrom	1819
holt	316
honeywell	4098
horizontal	2297
hornick	759
horty	2723
houghton	2689
hour	3616
how	1416
howell	1134
however	2156
html	2
human	1107
humphrey	396
hundred	4088
hunter	377
huskey	1796
hutchinson	2633
i	58
ibm	354
ideas	1011
identical	1517
identification	609
identified	3191
identifiers	1034
identify	3336
identifying	624
if	271
ifac	2211
ii	664
iii	749
illustrate	1277
illustrative	276
imaginary	1968
impact	394
imperfection	998
implement	3621
implementation	292
implementing	3782
implications	3448
important	440
imposed	2950
impressions	2329
improved	307
improvements	4171
improving	2479
in	95
inadequacy	996
inc	2786
included	2004
includes	3328
including	2528
incompatibilities	2983
incomplete	2310
incorporating	3547
increase	446
increased	543
increasing	1234
indeed	2947
independent	557
independently	4248
index	3330
indexing	588
indian	645
indicated	2143
indirect	938
individual	4075
individually	3583
individuals	4093
induces	274
industry	3449
inefficiency	2231
inefficient	1330
informally	3820
information	2050
informational	2127
ingerman	671
inherently	464
initial	989
input	465
inputs	2392
inspection	96
instances	3407
instantaneous	3544
instead	2251
institute	647
instruction	443
instructions	487
instruments	1450
integer	1598
integers	2012
integral	1826
integrals	1158
integrated	835
integration	1172
integrator	4278
intelligence	1097
intended	919
interacting	1265
interactions	4203
interchangeable	3432
intercommunication	3401
interest	1611
interested	3549
interludes	2577
intermediate	2395
internal	1035
international	6
interpolation	1735
interpret	3464
interpretation	398
interpretations	2963
interpretive	2582
interrupt	936
interspersed	1332
interval	1834
into	622
introduced	2564
introduces	2280
introducing	2295
introduction	1885
introductory	1766
inverse	878
inversion	1299
invert	2430
inverting	3903
investigated	834
involved	1278
involving	888
invrs	2814
ipl	3864
irons	400
is	261
isomorphisms	2124
it	632
items	1263
iteration	272
iterative	259
its	707
itself	887
iv	1608
j	14
jacobi	3637
jacobian	3801
jacoby	3319
january	374
jardins	1301
jb	18
jeeves	228
jefferson	2325
jensen	2516
johnson	391
joint	2410
jointly	2802
joseph	4254
jr	1191
july	247
juncosa	3082
june	253
jungle	1104
just	1322
k	16
kahn	3628
kalaba	3083
kaner	700
kanner	2101
karst	3171
katz	1719
kaupe	3522
kautz	304
keeping	2541
kehl	2722
kelley	2493
kennedy	3598
kenny	375
kent	2185
kenyon	1627
ketover	1254
key	1715
keys	3048
kind	1594
king	2927
knapp	2431
known	1458
knuth	517
kriebel	2312
kruglyak	4178
kuehn	2769
kulsrud	3088
kuncir	4279
kuss	693
kutler	1790
kutta	198
l	311
labeling	2121
labelling	1484
laboratory	728
laborious	4082
laguerre	1864
language	8
languages	2027
laplace	2088
large	462
larger	3609
larner	2499
larsen	4241
larson	1079
lasser	3194
later	2415
laughlin	4063
lawyers	3465
layton	3320
lazarus	2189
lead	3300
learn	2932
least	763
leavenworth	1578
lechner	2262
legal	2721
legendre	1858
legitimate	846
lem	710
length	1085
leonard	3413
lesh	766
less	436
level	2391
levels	3792
levy	3917
lewis	1296
li	789
library	2457
lies	2957
lifted	2952
light	1456
like	2196
limitations	2275
limited	516
line	2879
linear	410
linearization	3080
lines	3190
linguistic	3035
linkage	3574
linked	4091
linking	2576
lipkin	3696
lipp	3260
lisp	1325
list	1202
lists	1306
literature	1447
little	2247
litton	1174
lively	3702
ln	1865
loading	1989
located	2571
location	3316
lockheed	3626
logan	2122
logarithm	3141
logarithms	321
logemann	4173
logic	293
logical	348
logistic	1131
long	723
longer	1319
longitudinal	4095
look	3169
loop	2648
loops	3310
los	2337
loss	2624
lot	2948
loveland	4174
low	630
lowry	571
lt	3688
lubkin	1396
luebbert	1188
luther	2739
lying	2762
lynch	2133
m	69
machine	383
machines	125
machmudov	737
mackinney	1559
mackinson	2787
macmillan	2322
macro	510
macrocompiler	3244
macroinstruction	2028
mad	3394
madcap	3387
made	822
maehly	4216
magic	3473
magnetic	713
maher	2551
main	2299
maintaining	3546
maintenance	4085
major	3334
make	2035
makes	1998
making	1115
man	459
management	744
manifestation	1103
manipulated	3911
manipulating	2640
manipulation	794
manner	3789
manually	2986
manufacturing	2369
many	422
map	2453
mapping	2567
mappings	2562
march	19
marcus	2742
markov	3881
marks	3807
marriage	2114
marshall	1080
maryland	4087
master	3403
masterson	1518
matched	3715
matching	3595
material	2542
math	1586
mathematical	991
mathematics	1449
mathsort	3015
matic	2544
matrices	872
matrix	65
maximum	3308
maxwell	392
may	294
mayoh	2712
mccarthy	1326
mcdonough	572
mcgee	3888
mcilroy	2038
mcisaac	1807
mckeeman	3509
mean	2759
means	2918
measurement	3566
measures	3908
measuring	1879
mechanical	2350
mechanism	1018
mechanisms	3819
medical	3695
medium	2982
meet	1241
meeting	2336
members	1454
memories	1204
memory	725
mendoza	3798
merchandise	2780
mercury	1388
merge	2462
merit	1160
merner	2964
message	2281
met	559
metalinguistic	2933
method	227
methodological	3588
methods	337
mexico	1440
michigan	1701
micro	668
mifsud	2447
military	2384
million	2761
miniature	3564
minifun	3691
minimization	3937
minimize	1906
minimizes	4158
minimizing	3455
minimum	551
minnick	2302
misspellings	4083
mitchell	2725
miyasaki	4103
mobol	2715
mock	133
mode	2096
model	1008
modeling	730
models	964
moderator	2342
modern	787
modification	224
modifications	1197
modified	4230
modulus	2271
molecular	4201
moment	2250
moments	2244
mondrup	2517
monitor	1992
monte	2750
months	2414
moore	1295
more	439
morris	295
morrison	3442
moscow	1925
most	2254
motion	3563
motivation	3712
motor	1437
movement	1260
much	2129
muller	98
multi	762
multidimensional	2284
multilingual	1818
multint	3265
multiple	1311
multiplication	1971
multiprocessor	2549
multiprogram	1810
multiprogrammed	2550
multiprogramming	537
must	993
mythical	2784
n	589
nadler	497
nagler	1466
name	3587
names	1688
nather	1209
national	2335
nations	649
natural	2604
nature	2921
naur	1953
navy	1496
neal	1839
nearly	3582
necessarily	409
necessary	2631
necessitating	2246
necessity	910
need	343
needed	470
needs	3624
neglected	3548
neil	2599
nekora	3285
neliac	1494
nested	2031
nesting	3658
nestor	2807
network	386
networks	3606
neumant	3138
neurological	3567
new	501
newcombe	3597
newell	1308
newly	3434
newton	225
next	3796
nickerson	2356
nimerical	3513
nine	4239
no	1318
nodes	3192
noise	4118
non	1686
nonexistence	3815
nonlinear	405
norc	1029
normal	1000
normalized	3718
normally	3340
normdev	3855
north	3249
not	408
notation	1793
note	326
noted	545
notes	493
novel	2002
november	80
now	864
nth	2806
nuclear	1206
number	420
numbered	3186
numbers	431
numeric	1671
numerical	1002
numerically	3077
nundrums	357
o	134
object	933
objective	1282
objects	4040
obscure	2961
observable	4161
observables	4151
observations	2206
observed	4160
obtainable	2896
obtained	2765
obtaining	3608
obvious	437
occupying	2981
occurrences	1312
occurring	3110
occurs	2616
octal	769
october	102
odd	3994
of	49
offered	1716
offers	421
office	2801
often	4122
ogden	2438
okabe	3570
okajima	3721
olivier	2863
olsztyn	132
on	64
once	983
one	413
ones	620
only	1666
onoe	4147
operating	2972
operation	2387
operational	2967
operations	233
operator	1223
operators	1116
opler	2718
opportunities	3463
opportunity	921
optimization	1284
optimized	3596
optimizers	1430
optimizing	2157
optimum	2612
or	338
oracle	658
orbital	4202
orbitals	4177
order	597
ordered	3615
ordering	3185
orders	1599
ordinary	981
organization	826
oriented	1038
original	2659
ortho	3760
orthogonal	1563
oser	1595
other	455
others	2980
our	4097
out	1552
outlined	1246
outlining	529
output	466
over	424
overall	447
overlap	1324
overlapped	1314
overlapping	1304
own	1892
p	235
package	1280
packs	3433
pade	2906
page	3860
painter	2111
pairs	2149
panel	2330
panelists	2345
paper	716
papers	1004
parabolic	3071
parallel	1636
parallelism	544
parameter	963
parameters	1285
parenthetical	2033
parity	2290
parkin	3808
part	128
participants	2346
particular	625
particulars	3580
partition	2846
partitions	4025
partly	3817
parts	1323
pass	3788
path	2706
patient	4090
patrick	1941
pattern	2021
patterns	4056
patterson	1949
payne	3569
payroll	4070
peabody	4139
pearcey	3872
peavy	3274
peck	3653
peek	2217
pei	3772
pelta	2136
penalties	3256
pending	1908
pennsylvania	2800
penny	3871
people	1689
perform	3731
performance	426
performing	3313
perhaps	438
period	611
periodic	4131
perlis	12
perm	3476
permits	613
permitting	600
permutation	2441
permute	3686
perry	1876
person	4066
personal	3337
persons	4100
pert	3607
pertinent	1712
perturbed	3131
phase	3701
phases	4133
philco	3280
phillips	3477
phrase	3727
phrases	1674
physical	1272
physician	4080
picard	3078
pieces	2200
pitfalls	1414
pivot	4232
pivoting	1631
place	565
places	1690
plan	2304
planning	3456
plans	3620
plant	1281
plotter	659
pm	24
pn	1859
poetry	2109
point	1060
points	678
policies	825
polygon	3480
polynomial	765
polynomials	1564
polyphase	2461
poore	3538
pope	1380
portion	1274
poses	1316
position	2344
positive	3905
possesses	1889
possession	2559
possible	929
potential	2783
power	1880
powerful	453
powers	1154
practical	454
practice	4138
pragmatics	3562
pre	3
preassigned	4069
precedence	1911
precisely	2936
precision	967
preliminary	4
preparation	890
preparing	894
preparingretrieval	2716
preplanned	2596
preproduction	2370
prescribed	2292
present	840
presented	1042
presenting	2782
presents	548
preserved	2128
previous	4049
previously	3735
price	1300
primarily	3579
primary	2561
prince	2869
principal	1273
printer	1030
prior	2408
probability	631
probes	3880
problem	121
problems	549
procedure	267
procedures	97
process	992
processes	260
processing	461
processor	3382
processors	1036
produce	350
produces	4124
product	4231
production	2216
professor	735
proficiency	1224
profile	2375
program	66
programing	1267
programmed	369
programmer	1039
programmers	3402
programming	78
programs	339
progress	742
project	1387
proof	2579
properties	637
property	1307
proposal	110
proposals	1622
propose	4119
proposed	126
proposes	885
proprietary	2328
prove	1895
proved	3797
provide	920
provides	3335
providing	3551
province	847
proving	2019
provision	1684
provisions	3405
pseudo	2744
psif	3505
psychiatric	4086
publication	2183
published	3032
pulses	1661
punched	1427
punctuation	614
purely	471
purpose	315
purposes	3593
putting	618
pyle	4036
quadi	2173
qualified	1238
quantum	3677
quater	3068
questions	718
queue	385
quick	1242
quicksort	2831
quisi	3079
quite	3317
r	202
rabinowitz	3293
rader	3204
radiation	1157
rand	1504
randell	4261
randels	332
random	905
randomly	1261
randomness	2748
range	2851
ranshaw	3016
raphson	1408
rapid	1411
rapidly	1753
rate	270
rates	1287
rather	569
ratio	1837
rational	1734
ray	2400
reaching	3795
reactor	1207
read	2615
readable	2938
reader	3882
real	892
realization	2586
realized	1412
received	619
receivers	616
recent	1436
recently	3428
recirculating	3875
recognition	2022
recognizes	3377
recognizing	2979
recommendations	685
recommended	836
reconciling	1621
record	1250
records	2205
recovery	3053
rectangular	2285
recursion	1860
recursive	214
recursively	3152
reduce	3299
reduced	3934
reduces	3373
reduction	4220
redundancy	308
reeves	201
refer	4081
reference	1333
references	2249
referents	2570
referred	1446
reflected	1680
reflecting	837
regard	3622
register	587
regression	3529
related	818
relation	1549
relative	1159
relatively	2000
relaxation	3086
relevant	2126
reliability	1410
reliable	3577
relph	4186
rely	4164
remarkable	1098
remarks	792
remington	1503
repeated	52
repetition	3309
report	5
reporting	4076
reports	3737
represent	2343
representation	419
representations	1672
represented	2150
reproducing	1106
request	336
required	2253
requirements	552
requires	1675
requiring	460
research	494
researches	829
resolved	2985
respect	1903
responsibility	3452
restricted	2300
restrictions	2584
result	3710
resultant	3019
resulted	2413
resulting	3303
results	1175
retrieval	2233
retrieving	3406
review	483
reviewed	3052
rewrite	2620
reynolds	2463
riccati	1591
rice	2794
richstone	2730
rigid	3327
riley	3443
riordan	1217
rise	4163
riskin	2489
robbins	2220
roberts	2589
robinson	1881
robison	4058
rogers	1462
role	816
rom	2660
romberg	1654
root	86
rootfinder	1569
roots	50
rosin	1768
ross	3091
rotational	1022
routes	3254
routine	1076
routines	877
row	4233
rubinoff	2307
rule	1727
rules	1406
run	1900
runcible	514
runge	197
running	1509
runs	2755
russian	579
rutishauser	1183
rutishausr	4221
rutledge	2225
ruwe	2454
ryckman	2994
ryle	3290
s	226
sale	689
salzer	3802
same	1235
samelson	15
sample	2778
sampling	3778
sams	2538
san	1498
sangren	1211
sap	2195
sarafyan	505
sassouni	3213
satisfy	1148
sattley	3357
saving	1679
savings	4240
say	4162
scale	891
scaling	1405
scalzi	573
scanners	3027
scanning	1469
schaefer	3840
schay	3883
schecher	1019
schedule	1891
scheduling	1811
scheme	937
schemes	67
schlesinger	249
schmittroth	2090
scholar	848
school	851
schrack	3743
schuff	3439
schwartz	1026
science	2207
sciences	852
scientific	656
search	364
searching	1400
secant	223
second	1593
secondary	3047
section	1990
sections	1994
security	4073
see	1054
seems	2931
sefton	1478
segment	3134
segmenting	911
segments	2880
selden	345
selected	1718
selecting	2625
selection	1236
self	1896
selfcipher	2135
semantic	2047
semi	2497
sengupta	654
senko	2005
sense	4126
sentences	3030
separated	1178
september	117
sequence	2142
sequencing	2097
sequential	985
sequentially	1902
serial	1086
series	1171
serve	2034
served	3625
serves	3711
services	4077
set	870
sets	2764
setting	2987
several	556
shadow	3730
shafer	3856
shaffer	3865
shafts	1025
shaman	2432
shapiro	2696
share	686
shaw	1309
sheets	2219
shell	951
sheridan	1195
sherman	1642
shift	586
shimrat	3748
shooting	3441
short	1792
shorthand	1657
should	924
show	1415
showed	3925
shown	1127
shows	2908
shuchter	2115
sibley	3348
side	2120
sieve	3226
signal	1186
signals	3705
significance	484
significant	473
siler	4062
silver	1553
similar	899
similarities	3936
simon	1310
simple	243
simplex	1729
simplicity	428
simplified	2779
simplifies	2652
simplify	4135
simply	617
simpson	3514
simulate	1268
simulated	1290
simulation	1257
simulator	387
simultaneous	404
since	1664
single	412
sisson	310
situations	3466
size	712
skill	1232
slang	3347
slater	3678
slower	474
smalgol	2407
small	711
smith	695
so	1041
social	4072
solely	2340
solomon	3161
solution	127
solve	988
solved	3076
solving	1728
some	492
sometimes	1143
somewhat	917
sonquist	3534
sophisticated	1228
sophistication	1101
sort	1587
sorting	950
source	927
soviet	642
sparse	1667
special	1137
specialists	3451
specific	2566
specifically	1248
specification	2349
specified	2766
specifies	3305
specifying	1996
speckhard	1471
spectral	4129
speed	435
speeds	1023
spent	3541
speroni	2421
sphere	681
spheres	1067
spherical	1167
splitting	2450
spohn	1218
sponsored	2331
sprague	1742
sprott	2241
spruth	3884
square	85
squares	764
squaring	1945
ss	1653
sssr	732
stability	2889
stack	3783
stage	3457
standard	703
standards	2184
stark	3568
start	1940
state	1835
stated	3821
statement	1804
statements	349
states	823
static	2483
station	608
stationary	4117
stations	594
statistical	646
statistically	2747
status	1461
steck	4275
steel	135
steering	1703
stein	1381
stochastic	2482
stockmal	4026
stoer	4217
stone	3926
storage	907
store	2508
stored	1313
storing	2509
strachey	3239
straightforward	2255
strap	1502
streams	1685
stress	925
stretch	538
strict	4125
string	3732
strings	1615
strong	129
struble	1882
structure	1431
structures	4048
student	1767
students	828
studies	1276
study	820
sub	799
subcommittee	2418
subdivision	3928
subexpressions	3376
subject	1910
subprograms	2575
subroutine	319
subroutines	1139
subscripted	3174
subscripting	1200
subsequent	1317
subset	1909
substantial	3081
substantially	3298
substantiated	2767
substitute	530
substituted	1669
substitution	1037
subtractions	53
successful	553
successive	3043
such	845
sufficient	3339
sufficiently	1149
sugai	57
suggested	3458
suggesting	3933
suggestions	2798
suggests	2903
suitable	2745
sullivan	2443
sum	2641
sumador	1434
summary	3031
summation	3756
summer	2212
supan	1601
superelevation	2376
supervision	734
supervisory	567
supplemented	485
supported	2803
surface	679
survey	741
surveyed	3050
suspension	2891
swift	1617
symbol	793
symbolic	2057
symbols	705
symmetric	3181
symmetry	3910
syntactic	2046
syntactical	2700
syntax	2140
synthesis	4115
synthesizing	4132
system	407
systematic	1112
systematically	1781
systems	246
t	136
table	351
tables	363
tabular	1140
tabulated	2258
take	476
taken	2013
tall	3811
tank	2373
tape	758
taranto	969
task	2653
taylor	2701
tchebycheff	3223
technical	650
technique	217
techniquefor	2166
techniques	62
technology	2104
techo	3845
telemetering	593
telescope	3980
telescope1	3220
telescope2	3216
tendency	541
tends	1905
term	3501
termed	2565
terminal	1662
terminals	1670
terminology	79
terms	2580
test	871
tested	2746
testing	3920
tests	2753
textbook	3389
thacher	1773
than	477
that	839
the	93
their	771
them	2992
then	2919
theorem	4169
theorems	2020
theoretical	3243
theory	1886
there	903
these	558
they	986
things	2955
think	2199
third	1677
this	547
thompson	694
thornton	1845
thoroughly	4237
those	900
thoughts	1620
threaded	1844
three	603
through	1439
thunks	3360
thus	1009
time	468
timely	1710
times	2628
timing	4226
title	3331
tn	1873
to	266
tonge	2051
too	2958
topics	1711
topological	3184
tornheim	2636
total	1836
toward	3034
towards	542
trace	3315
tracing	2711
tractable	2588
traffic	1289
trained	3708
training	1237
transcendental	1153
transcription	1714
transfer	2646
transformation	107
transformations	3738
transformer	1558
transforms	2089
transition	2151
transitions	2146
translate	1129
translated	4249
translating	2154
translation	515
translator	699
translators	973
transmission	1678
transmit	1659
traub	2118
trdiag	1741
treatment	2155
treesort	4029
treesort1	3525
treesort2	3521
trend	743
tri	1582
trial	4170
triangular	3528
tridiagonal	2687
trie	1759
trigonometric	1151
trinities	786
trip	1438
tritter	131
trivial	914
trotter	4003
truth	299
try	2619
tuitous	627
turn	3255
turner	2702
turning	3861
two	84
type	371
types	1203
typical	1165
u	581
unbounded	2560
uncol	112
uncovered	1451
under	733
undergoing	3706
underlying	3581
understand	2001
underwhich	2568
unduplicated	4092
unfortunately	1315
unified	2909
uniform	1244
uniformly	676
union	1047
unique	4074
unit	429
united	648
units	3426
univac	1505
universities	1607
university	817
unnecessary	2949
unobvious	2954
unpublished	3736
unrealistic	918
unreliable	3584
untaa	653
unusual	290
up	2756
updating	3578
upon	2289
ural	641
urgency	1912
us	2922
use	94
used	599
useful	874
usefulness	2962
user	1748
users	2411
using	503
utilization	3594
utilize	2976
utilized	2372
utilizes	1269
utilizing	2269
v	1210
vacca	1088
vaillancourt	1479
validity	1805
valuable	4235
value	979
values	4156
van	3384
vandergraft	3271
variable	361
variables	3175
variance	4033
variant	1786
variation	1099
variety	896
various	1102
vasilakos	3552
vector	752
vehicle	2887
vending	2920
verhoeff	2234
verifiably	3304
verification	2268
version	1508
versions	1514
vertical	2298
very	629
view	2974
vinityi	731
virtue	2651
visit	580
visual	2470
vital	3589
volume	463
voorhees	285
vreenegoor	2697
w	89
wadey	88
walk	4145
walsh	3761
wang	2023
was	821
wattenburg	3350
wave	1180
way	441
waychoff	2703
ways	1163
we	2608
wegner	1938
wegstein	130
weight	2270
weightcoeff	3768
weighted	2266
weil	3862
weinberg	1390
well	3338
wells	3390
wenrick	2688
were	833
wersan	754
western	2409
westinghouse	3618
what	1948
whatever	1457
wheeling	1074
when	264
where	2256
whereas	3912
whether	4078
which	263
while	915
whipple	3722
whitley	3692
whitman	4179
whittier	4258
who	4101
whose	4041
wide	1914
widely	3051
widespread	3026
width	362
wilf	380
wilkes	2480
wilkinson	3207
will	842
williams	1043
wilson	2276
wireless	592
with	123
within	2468
without	502
wohr	296
wojcicki	3153
wolfe	414
wolpe	352
wood	3158
woodbury	3697
word	1084
words	605
work	2799
workload	1893
world	3533
wouk	1012
would	4234
write	2942
writer	1441
writing	2613
written	2629
wyllys	3037
x	1395
xtran	2044
xx	3073
y	3571
yarbrough	1637
year	1226
years	778
yield	3372
yy	3074
z	672
z1	4152
zaitzeff	582
zancanaro	3444
zeros	621
zm	4153
zoeren	3385
